,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
5132,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,6398
5133,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,251
5134,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,1867
5135,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2635
5136,2018.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,2
5137,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,2
5138,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,371
5139,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,1462
5140,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5141,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5142,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,8
5143,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,604
5144,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
5145,2018.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5146,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,0
5147,2018.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,850
5148,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,10076
5149,2018.03,Non-profit institutions serving households,400,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,16347
5150,2018.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,36486
5151,2018.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,37949
5152,2018.03,Households,511,Closing balance total assets,LE00000,A000000,1863490
5153,2018.03,Households,511,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,1062232
5154,2018.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5155,2018.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,175441
5156,2018.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,3686
5157,2018.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,290
5158,2018.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,784234
5159,2018.03,Households,511,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,98580
5160,2018.03,Households,511,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
5161,2018.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
5162,2018.03,Households,511,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,211378
5163,2018.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5164,2018.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5165,2018.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
5166,2018.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,211378
5167,2018.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
5168,2018.03,Households,511,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5169,2018.03,Households,511,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,0
5170,2018.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
5171,2018.03,Households,511,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,286359
5172,2018.03,Households,511,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,514898
5173,2018.03,Households,511,Closing balance net worth,LE00000,B900000,1652111
5174,2018.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,1863490
5175,2018.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,408798
5176,2018.03,Rest of the world,611,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,408798
5177,2018.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1716
5178,2018.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,35928
5179,2018.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,170589
5180,2018.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,54947
5181,2018.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,117269
5182,2018.03,Rest of the world,611,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
5183,2018.03,Rest of the world,611,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,15721
5184,2018.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
5185,2018.03,Rest of the world,611,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,258580
5186,2018.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1570
5187,2018.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,24269
5188,2018.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,63375
5189,2018.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,21913
5190,2018.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,114500
5191,2018.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,4083
5192,2018.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,16704
5193,2018.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,12166
5194,2018.03,Rest of the world,611,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,0
5195,2018.03,Rest of the world,611,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
5196,2018.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,150218
5197,2018.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,408798
5198,2018.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,4976234
5199,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,2902199
5200,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1570
5201,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,344820
5202,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,238895
5203,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,666774
5204,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1366288
5205,2018.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
5206,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,26024
5207,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
5208,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3052418
5209,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1716
5210,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,356479
5211,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,346110
5212,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,699809
5213,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1369056
5214,2018.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,113708
5215,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,25042
5216,2018.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,140498
5217,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,933879
5218,2018.03,Total economy (excl rest of the world),800,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,1140155
5219,2018.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,1923816
5220,2018.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,4976234
5221,2018.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,5385032
5222,2018.03,Total all sectors,900,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,3310998
5223,2018.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,3286
5224,2018.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,380748
5225,2018.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,409484
5226,2018.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,721722
5227,2018.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1483556
5228,2018.03,Total all sectors,900,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,117792
5229,2018.03,Total all sectors,900,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,41745
5230,2018.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,152663
5231,2018.03,Total all sectors,900,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3310998
5232,2018.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,3286
5233,2018.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,380748
5234,2018.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,409484
5235,2018.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,721722
5236,2018.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1483556
5237,2018.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,117792
5238,2018.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,41745
5239,2018.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,152663
5240,2018.03,Total all sectors,900,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,933879
5241,2018.03,Total all sectors,900,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,1140155
5242,2018.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,2074035
5243,2018.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,5385032
5244,2019.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,636657
5245,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,174601
5246,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5247,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,25994
5248,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,531
5249,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,52417
5250,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,90290
5251,2019.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,696
5252,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,77
5253,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4595
5254,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,636657
5255,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5256,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5257,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,10210
5258,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,107901
5259,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,514303
5260,2019.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5261,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,14
5262,2019.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4228
5263,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,155769
5264,2019.03,Non-corporate business enterprises,121,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,306287
5265,2019.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,0
5266,2019.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,636657
5267,2019.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,909288
5268,2019.03,Corporate business enterprises,141,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,314230
5269,2019.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5270,2019.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,36582
5271,2019.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,15056
5272,2019.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,62109
5273,2019.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,100313
5274,2019.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,3520
5275,2019.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,4412
5276,2019.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,92238
5277,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,938432
5278,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5279,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5280,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,44226
5281,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,261834
5282,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,539600
5283,2019.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5284,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,4820
5285,2019.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,87951
5286,2019.03,Corporate business enterprises,141,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,355222
5287,2019.03,Corporate business enterprises,141,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,239836
5288,2019.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-29144
5289,2019.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,909288
5290,2019.03,Central bank,211,Closing balance total assets,LE00000,A000000,26101
5291,2019.03,Central bank,211,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,26017
5292,2019.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5293,2019.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,13840
5294,2019.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,11255
5295,2019.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,294
5296,2019.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,163
5297,2019.03,Central bank,211,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
5298,2019.03,Central bank,211,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,347
5299,2019.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,118
5300,2019.03,Central bank,211,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,26101
5301,2019.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5302,2019.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,20289
5303,2019.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,750
5304,2019.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,1597
5305,2019.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2648
5306,2019.03,Central bank,211,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5307,2019.03,Central bank,211,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,622
5308,2019.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,195
5309,2019.03,Central bank,211,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,58
5310,2019.03,Central bank,211,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,27
5311,2019.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
5312,2019.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,26101
5313,2019.03,Registered banks,221,Closing balance total assets,LE00000,A000000,558344
5314,2019.03,Registered banks,221,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,550665
5315,2019.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5316,2019.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,20780
5317,2019.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,43772
5318,2019.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,462564
5319,2019.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,26
5320,2019.03,Registered banks,221,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
5321,2019.03,Registered banks,221,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,19040
5322,2019.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4483
5323,2019.03,Registered banks,221,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,575965
5324,2019.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5325,2019.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,349150
5326,2019.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,122211
5327,2019.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,24599
5328,2019.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,53674
5329,2019.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5330,2019.03,Registered banks,221,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,19693
5331,2019.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,6639
5332,2019.03,Registered banks,221,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,2640
5333,2019.03,Registered banks,221,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,5039
5334,2019.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-17621
5335,2019.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,558344
5336,2019.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,3239
5337,2019.03,Other depository institutions,222,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,3094
5338,2019.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5339,2019.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8
5340,2019.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,0
5341,2019.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,3086
5342,2019.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
5343,2019.03,Other depository institutions,222,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
5344,2019.03,Other depository institutions,222,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,..
5345,2019.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
5346,2019.03,Other depository institutions,222,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3239
5347,2019.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5348,2019.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,3037
5349,2019.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
5350,2019.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
5351,2019.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,203
5352,2019.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5353,2019.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
5354,2019.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
5355,2019.03,Other depository institutions,222,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,121
5356,2019.03,Other depository institutions,222,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,24
5357,2019.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
5358,2019.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,3239
5359,2019.03,Investment funds,231,Closing balance total assets,LE00000,A000000,125739
5360,2019.03,Investment funds,231,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,125615
5361,2019.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5362,2019.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,26751
5363,2019.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,41064
5364,2019.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,10
5365,2019.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,57002
5366,2019.03,Investment funds,231,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
5367,2019.03,Investment funds,231,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,88
5368,2019.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,700
5369,2019.03,Investment funds,231,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,125739
5370,2019.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5371,2019.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5372,2019.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
5373,2019.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,20
5374,2019.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,125334
5375,2019.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5376,2019.03,Investment funds,231,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,197
5377,2019.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,189
5378,2019.03,Investment funds,231,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,124
5379,2019.03,Investment funds,231,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
5380,2019.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
5381,2019.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,125739
5382,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,101870
5383,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,100745
5384,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5385,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2082
5386,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,64207
5387,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,27891
5388,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,423
5389,2019.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
5390,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,C
5391,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,5273
5392,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,102068
5393,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5394,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5395,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,81545
5396,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,12081
5397,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,8102
5398,2019.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5399,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,70
5400,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,270
